merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
TK Maxx,TK MAXX TK Maxx,9.98,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,department_store,clothing_general,department_store,TK Maxx is an off-price department store.
Corn Street Dental,CORN STREET DENTAL,49,debit,plaid,MEDICAL_DENTAL_AND_VISION,new,,dentist,dentist,dentist,
Save The Pennies,SAVE THE PENNIES 779111-00114207,2.84,debit,plaid,TRANSFER_OUT_SAVINGS,new,,savings_transfer,savings_transfer,savings_transfer,
Bavaria Motors,Bavaria motors LtdMA15 YYZ,694.76,debit,plaid,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,new,,vehicle_servicing,vehicle_maintenance,vehicle_maintenance,Motor-business payment lacks enough detail to distinguish servicing from other maintenance.
Nga T Nguyen Nails,NGA T NGUYEN  NAILS FT,30,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,new,,beauty_treatment,beauty_treatment,beauty_treatment,
Zilch,Visa credit ZILCH asos.com,-9.03,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,bnpl,bnpl,refund_received,Visa credit from Zilch identifies an ASOS purchase refund.
Kaiser Investm,PPOINT_*KAISER INVESTM CD 1808,28.99,debit,plaid,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,new,,investment_trading,unclassified_other,investment_general,"Merchant and native category indicate investment, but not specifically trading."
Target Stores,PPOINT_*TARGET STO,9.98,debit,plaid,GENERAL_MERCHANDISE_SUPERSTORES,new,,retail_other,department_store,department_store,Target is a broad big-box/department-store retailer.
Cd Abbey Mini Market,5507 13JUL25 CD   ABBEY MINI MARKET BARKING GB,2.05,debit,plaid,GENERAL_MERCHANDISE_CONVENIENCE_STORES,new,,convenience_store,convenience_store,convenience_store,
YouLend,YOULEND  PWBX2RV DDR,12,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,personal_loan_repayment,business_loan_repayment,business_loan_repayment,YouLend provides merchant/business finance.
Cash Machine,ROYAL BK OF SCOTLAND Cash Machine,170,debit,plaid,TRANSFER_OUT_CHECKS_AND_ATM,new,,cash_withdrawal,cash_withdrawal,cash_withdrawal,
Pound Saver,Pound Saver,1.69,debit,plaid,GENERAL_MERCHANDISE_DISCOUNT_STORES,new,,discount_store,discount_store,discount_store,
Catering And Beverage Supplies,Catering And Beverage Supplies / ref: Inv 27834,198,debit,plaid,DINING_OTHER_DINING,new,,catering,catering,catering,
Zilch,Refund from Zilch Carryduff Auto Part,-67.11,credit,plaid,LOAN_DISBURSEMENTS_MORTGAGE_AND_AUTO,new,,bnpl,bnpl,refund_received,Narrative explicitly says Refund from Zilch.
Salvation Army Trading,The Salvation Army 977 Salvation Army Trading,31.5,debit,plaid,GENERAL_MERCHANDISE_DISCOUNT_STORES,new,,charity_shop,charity_shop,charity_shop,
Times Newspapers LTD,Times Newspapers Ltd,3.99,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,new,,newspapers,newspapers,newspapers,
Monzo,Monzo Plus cashback,-3,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,cashback,cashback,cashback,
Brivio, Brivio,94.01,debit,plaid,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,new,,unclassified_other,unclassified_other,unclassified_other,Brivio name maps to several unrelated businesses; no exact merchant match was reliable.
Degrees Coffeesh,2455 28SEP25 C    200 DEGREES COFFEESH                ALFRETON GB,4,debit,plaid,DINING_COFFEE,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
My Sticravenme,1042 25JUN25      ETSY.COM*MY       STICRAVENME       LONDON GB,1.99,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,marketplace_general,marketplace_general,marketplace_general,
U.S. Post Office,POST OFFICE COUNTEWILLENHALL,6.3,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,delivery_courier,government_services,delivery_courier,Post Office counter purchase is most consistent with postal/delivery services.
Octopus Energy,OCTOPUS ENERGY SER  OES OHME PAY 1908 BGC,-37.2,credit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,energy,energy,refund_received,Credit from Octopus Energy is most consistent with a refund or account credit.
Open All Hours Cd,OPEN ALL HOURS CD 7396,11.48,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,unclassified_other,convenience_store,convenience_store,Open All Hours is a convenience-store merchant.
Klarna,Klarna*18KLARNA4  ON 18 AUG BCC KLARNA*18KLARNA4,-28.16,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,refund_received,Klarna credit is most consistent with a BNPL purchase refund.
Cofee Marrakech,COFEE MARRAKECH  ON 20 AUG CPM,10,debit,plaid,BANK_FEES_ATM,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Origin Communicati,ORIGIN COMMUNICATI OCLTDOR-4257,8.84,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Lvl-london Vet Special, Lvl-London Vet Special,500,debit,plaid,PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES,new,,veterinary,veterinary,veterinary,
Animal Health Care Cj,ANIMAL HEALTH CARE  CJ001503389 DDR,15.99,debit,plaid,PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES,new,,veterinary,veterinary,veterinary,
Cheque Via Bmb Rem,TAX REFUND  CHEQUE VIA BMB REM,-32.48,credit,plaid,TAX_REFUND_TAX_REFUND,new,,tax_refund,tax_refund,tax_refund,
Mr Kian Morgan,MR KIAN MORGAN 100000001615647739,25,debit,plaid,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual.
Bjs Of Ringwood,Bjs Of Ringwood,7.7,debit,plaid,GENERAL_MERCHANDISE_SUPERSTORES,new,,unclassified_other,unclassified_other,unclassified_other,BJS of Ringwood could not be resolved confidently from the descriptor.
Vapehouseuk,8037 25SEP25      PIX*VAPEHOUSEUK   LONDON GB,12.44,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,new,,vaping,vaping,vaping,
Zilch,ZILCH JD Sports Fa,-25,credit,plaid,LOAN_DISBURSEMENTS_OTHER,new,,bnpl,bnpl,refund_received,Zilch credit naming JD Sports is most consistent with a purchase refund.
Tv Licensing Spp,TV LICENSING SPP  ON 05 SEP BCC,6.98,debit,plaid,ENTERTAINMENT_OTHER_ENTERTAINMENT,new,,tv_licence,tv_licence,tv_licence,
Jaffa,Zettle_*JAFFA CORNLondon,15.15,debit,plaid,DINING_OTHER_DINING,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Hybridworld LTD,HYBRIDWORLD LTD  I10 AIRBAG FT,425,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,unclassified_other,unclassified_other,spares_repairs,Narrative explicitly identifies an i10 airbag purchase/repair.
Costa,COSTA - HAYLE,12.45,debit,plaid,DINING_COFFEE,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
HP,HPI INSTANT INK UK,4.49,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,software,office_supplies,printing_supplies,HP Instant Ink is an ink-supply subscription.
British Gas,British Gas,473.57,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,new,,energy,energy,energy,
AliExpress,ALIEXPRESS.COM,37.19,debit,plaid,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,new,,marketplace_general,marketplace_general,marketplace_general,
Anthony Pestano,ANTHONY PESTANO 200000001618311277,10,debit,plaid,GENERAL_SERVICES_HOME_IMPROVEMENT_SERVICES,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual.
HPI,HPI INSTANT INK UK CD 7891,4.49,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,software,office_supplies,printing_supplies,HP Instant Ink is an ink-supply subscription.
Tiktok,TIKTOK SHOP SELLER,22.99,debit,plaid,ENTERTAINMENT_OTHER_ENTERTAINMENT,new,,online_services,marketplace_general,marketplace_general,Narrative explicitly identifies a TikTok Shop purchase.
Le-Vel,Level,8.2,debit,plaid,PERSONAL_CARE_OTHER_PERSONAL_CARE,new,,supplements,supplements,supplements,
Overdales Initial,OVERDALES         INITIAL PAYMENT,25,debit,plaid,LOAN_PAYMENTS_OTHER,new,,catalogue_retail,debt_collection,debt_collection,Overdales is a debt-recovery law firm.
Sky,Direct debit SKY DIGITAL 830608 10567095,218.47,debit,plaid,RENT_AND_UTILITIES_TELECOMMUNICATIONS,new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Beautiful Brows,Beautiful Brows,121,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,new,,beauty_treatment,beauty_treatment,beauty_treatment,
Last Post,LAST POST,7.98,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,unclassified_other,delivery_courier,pub_bar,The Last Post is a pub name and the small amount is consistent with bar spend; descriptor is otherwise ambiguous.
Kamsons Pharmacy,Contactless Payment KAMSONS PHARMACY APPLEPAY 4638,9.9,debit,plaid,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,new,,pharmacy,pharmacy,pharmacy,
YouLend,"BILL PAYMENT VIA FASTER PAYMENT TO YOULEND LIMITED REFERENCE 60254289 COLLINS , MANDATE NO 22",20,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,personal_loan_repayment,business_loan_repayment,business_loan_repayment,YouLend provides merchant/business finance.
Royals Off Licence & Conv,Royals Off Licence & Conv,4.19,debit,plaid,FOOD_RETAIL_LIQUOR_STORES,new,,alcohol_beer_spirits,alcohol_beer_spirits,alcohol_beer_spirits,
Vitas Vending Machines Lt,VITAS VENDING MACH,0.4,debit,plaid,FOOD_RETAIL_OTHER,new,,confectionary,convenience_store,confectionary,Small vending-machine purchase; product is not specified.
Selecta Sas,SELECTA SAS,2.16,debit,plaid,BANK_FEES_FOREIGN_TRANSACTION_FEES,new,,confectionary,confectionary,confectionary,
WLC,WLC COUNCIL TAX,176,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,council_tax,council_tax,council_tax,
Rbwm,Returned direct debit RBWM COUNCIL TAX 070806 01052737,-135,credit,plaid,TAX_REFUND_TAX_REFUND,new,,council_tax,council_tax,returned_payment,Narrative explicitly says Returned direct debit.
Kadima Career,"KADIMA CAREER XLR8R - 631 3rd Street, BROOKLYN",184.98,debit,plaid,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,new,,career_services,career_services,career_services,
Adz Lawro,ADZ LAWRO,5,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,unclassified_other,unclassified_other,unclassified_other,Merchant descriptor is too abbreviated to classify reliably.
Disney,Disney+,8.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,new,,streaming,streaming,streaming,
Gurujee's Limited,GURUJEE'S LIMITED  ON 14 AUG CLP,0.99,debit,plaid,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,new,,unclassified_other,unclassified_other,unclassified_other,Gurujee's Limited could not be tied confidently to a specific product or service from this narrative.
Betano.co.uk,BETANO.CO.UK,40,debit,plaid,TRANSFER_OUT_OTHER,new,,gambling_betting,gambling_betting,gambling_betting,
Google Storage,Google Storage,7.99,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,web_services,web_services,web_services,
William Hill,WILLIAMHILL*INTERNET      VISAXR CD6585 2025-06-06,-150,credit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,new,,gambling_betting,gambling_betting,gambling_betting,
Euro Plus,Euro Plus,8.49,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,new,,unclassified_other,foreign_currency,unclassified_card_spend,Euro Plus and travel native category indicate a currency-related travel transaction; evidence is limited.
Smarty Co Uk,SMARTY CO UK,12,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,mobile_phone_contract,mobile_phone_contract,mobile_phone_contract,
Dew Drop Inn,SQ *DEW DROP INN CD 5250,14,debit,plaid,DINING_COFFEE,new,,pub_bar,pub_bar,pub_bar,
Louise,United Kingdom Account - From M Jones Louise  - SortCodeAccountNumber: 11020610517964,20,debit,plaid,GENERAL_SERVICES_RELIGIOUS_SERVICES,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Ck Pantai Pererenan,CK PANTAI PERERENA INDONESIA AMOUNT IN IDR 29500.00 ON 11 AUG VISA 21870.830873 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.04 CK PANTAI PERERENAN,1.39,debit,plaid,TRANSFER_OUT_CHECKING,new,,foreign_spend_unspecified,foreign_spend_unspecified,foreign_spend_unspecified,
Uber,Visa purchase UBER *TRIP 3603,16.91,debit,plaid,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Gk Estate,GK ESTATE         GK ESTATE         VIA MOBILE - PYMT FP 05/09/25 10    14094043723750000N,1590,debit,plaid,RENT_AND_UTILITIES_RENT,new,,rent,rent,rent,
Mayfair London Ass,MAYFAIR LONDON ASS 100000001608747364 PAYMENT 040605     10 26AUG25 07:57,2770,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,rent,rent,rent,
Samuel Jo,SAMUEL J GILBERT  0000 FT,30,debit,plaid,MEDICAL_PRIMARY_CARE,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual.
Loqbox,9836 29JUL25  D   LOQBOX            BRISTOL GB        REFUND,-20,credit,plaid,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,new,,savings_transfer,refund_received,refund_received,Narrative explicitly states a LOQBOX refund.
Spencers News,PPOINT_*SPENCERS N  ON 28 SEP CLP PPOINT_*SPENCERS NEWS,6.3,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,new,,convenience_store,convenience_store,convenience_store,
Vanquis Bank,VANQUIS BANK,31.73,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
Lowell Group,00045804555604 Lowell Group,20,debit,plaid,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,new,,debt_collection,debt_collection,debt_collection,
O2,O2  D15743824 DDR,145.41,debit,plaid,RENT_AND_UTILITIES_TELECOMMUNICATIONS,new,,mobile_phone_contract,mobile_phone_contract,mobile_phone_contract,
Cardfactory,WWW.CARDFACTORY.COWWW.CARDFACTO,6.8,debit,plaid,TRANSFER_OUT_OTHER,new,,gifts_flowers,gifts_flowers,gifts_flowers,
Decathlon,Decathlon,35.26,debit,plaid,GENERAL_MERCHANDISE_SPORTING_GOODS,new,,sports_equipment,sports_equipment,sports_equipment,
Betfred Chargeback,BFCB,41,debit,plaid,BANK_FEES_OTHER_BANK_FEES,new,,gambling_betting,gambling_betting,gambling_betting,
ClassPass,ClassPass,-15,credit,plaid,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,new,,gym_fitness,gym_fitness,refund_received,ClassPass credit is most consistent with a subscription refund.
Albert,Albert Paun - Withdrawing savings - IBAN: GB88REVO00997000177845,-10,credit,plaid,TRANSFER_IN_SAVINGS,new,,transfer_own_account,savings_transfer,savings_transfer,Narrative explicitly says withdrawing savings.
YouLend,To YouLend Limited,25,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,payday_loan,business_loan_repayment,business_loan_repayment,YouLend provides merchant/business finance.
Cd B&m,1203 28OCT25 CD   B&M 049 - ASTLE   PARK              WEST BROMWICH GB,20,debit,plaid,GENERAL_MERCHANDISE_DISCOUNT_STORES,new,,discount_store,discount_store,discount_store,
HP,HPI INSTANT INK UK,2.78,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,software,printing_supplies,printing_supplies,HP Instant Ink is an ink-supply subscription.
British Gas,BRITISH GAS  850062672108010000 DDR,48.06,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,new,,energy,energy,energy,
Bandoo,CARD PAYMENT TO BANDOO*CK ON 13-08-2025,40.7,debit,plaid,TRANSFER_OUT_CHECKING,new,,unclassified_other,unclassified_other,health_beauty_general,Bandoo is ionic foot-detox retail; health_beauty_general.
Coinbase,Bank credit Coinbase 2025-10-22,-724.82,credit,plaid,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,new,,crypto,crypto,crypto,
Garry Potter,Garry Potter,10,debit,plaid,TRANSFER_OUT_OTHER,new,,unclassified_other,transfer_p2p,transfer_p2p,Payment to a named individual.
Cd B&m,3277 23SEP25 CD   B&M 553 -         BROMBOROUGH       BROMBOROUGH GB,18.66,debit,plaid,GENERAL_MERCHANDISE_DISCOUNT_STORES,new,,discount_store,discount_store,discount_store,
Scottishpower,SCOTTISHPOWER 16098063416,75.72,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,new,,energy,energy,energy,
Total Bounceout,Total Bounceout,4.5,debit,plaid,BANK_PENALTIES_INSUFFICIENT_AND_LATE_FEES,new,,unclassified_other,returned_payment,days_out,Total Bounceout Ltd is an inflatable obstacle-course attraction. Narrative has no returned/unpaid marke
Virgin Media,"DIRECT DEBIT PAYMENT TO VIRGIN MEDIA PYMTS REF 021360805001, MANDATE NO 0019",30.81,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Mychildatschool Bromcom,Visa purchase MYCHILDATSCHOOL BROMCOM,30,debit,plaid,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,new,,school_fees,school_fees,school_fees,
Ref.v,REF.V-2508-24790  Dispute refund,-156.87,credit,plaid,TRANSFER_IN_OTHER,new,,refund_received,refund_received,refund_received,
Capital One,Capital One pot transfer,-11.48,credit,plaid,TRANSFER_IN_SAVINGS,new,,credit_card_repayment,savings_transfer,savings_transfer,Narrative explicitly says pot transfer.
Ovo Energy,WWW.OVOENERGY.COM  ON 20 AUG BCC OVO Energy,5,debit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,energy,energy,energy,
Easipay Carpets,EASIPAY CARPETS,17,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,new,,home_improvement,home_accessories,home_accessories,Easipay Carpets is a flooring/home-furnishing merchant.
Brandedvendingltd,NYX*BrandedVending,1,debit,plaid,FOOD_RETAIL_OTHER,new,,unclassified_other,convenience_store,confectionary,Small vending-machine purchase; product is not specified.
Creation.co.uk,REVERSAL OF 14-07 CREATION.CO.UK,-29.95,credit,plaid,LOAN_DISBURSEMENTS_OTHER,new,,retail_finance_repayment,retail_finance_repayment,returned_payment,Narrative explicitly says REVERSAL.
Odeon,CARD PAYMENT TO ODEON CINEMAS ON 07-09-2025,19.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,new,,cinema,cinema,cinema,
Vendmarque Limited,VENDMARQUE LIMITED,1.1,debit,plaid,FOOD_RETAIL_OTHER,new,,unclassified_other,convenience_store,confectionary,Small vending-machine purchase; product is not specified.
Cd Nails,4137 25JUN25 CD   NAILS 4 U         ROWLEY REGIS GB,55,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,new,,beauty_treatment,beauty_treatment,beauty_treatment,
YouLend,YOULEND  PWBX2RV DDR,12,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,personal_loan_repayment,business_loan_repayment,business_loan_repayment,YouLend provides merchant/business finance.
Zilch,4621 14JUL25      ZILCH *           TEMU.COM          LONDON GB         REFUND,-10.69,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,bnpl,bnpl,refund_received,Narrative explicitly states REFUND.
Royal Mail,"BANK GIRO CREDIT REF ROYAL MAIL PENSION, CGUKM001340000523/",-262.38,credit,plaid,INCOME_GOVERNMENT_INCOME,new,,pension_received,pension_received,pension_received,
Nikepos Uk,NikePOS_UK  ON 13 SEP CPM NIKEPOS_UK,24.99,debit,plaid,GENERAL_MERCHANDISE_SPORTING_GOODS,new,,sportswear,sportswear,sportswear,
Shell,4588 21JUL25 CD   SHELL OXFORD HOUSETADWORTH GB,10.45,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,new,,fuel,fuel,fuel,
Caffe Nero,CAFFE NERO 737 LOU,3.52,debit,plaid,DINING_COFFEE,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Animal Health Care,ANIMAL HEALTH CARE CX001537554,18.99,debit,plaid,PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES,new,,veterinary,veterinary,veterinary,
Argos,Argos  ON 29 AUG BCC ARGOS,39.99,debit,plaid,GENERAL_MERCHANDISE_DEPARTMENT_STORES,new,,catalogue_retail,catalogue_retail,catalogue_retail,
Coinbase,Coinbase,-104.86,credit,plaid,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,new,,crypto,crypto,crypto,
Kings College Hospital,Kings College Hospital,1.15,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,hospital,hospital,hospital,
Moneybox,Payment from Moneybox Pension - MONEYBOX REFUND,-100,credit,plaid,INCOME_GOVERNMENT_INCOME,new,,savings_transfer,pension_contribution,refund_received,Narrative explicitly states MONEYBOX REFUND.
Revolut,KENNEDY MCMANUS SENT FROM REVOLUT REV569194442979527,-4,credit,plaid,TRANSFER_IN_TRANSFER_IN_FROM_APPS,new,,transfer_own_account,transfer_p2p,transfer_p2p,Incoming Revolut transfer from a named person.
Monzo,Monzo Plus cashback,-0.08,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,cashback,cashback,cashback,
Zilch,ZILCH INSTALMENT  ON 25 JUL BCC,-2.2,credit,plaid,LOAN_DISBURSEMENTS_STUDENT,new,,bnpl,bnpl,refund_received,Zilch instalment credit is most consistent with an instalment refund.
Zilch,CREDIT FROM ZILCH WWW.AMAZON.UK.CO ON 16-07-2025,-7.49,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,bnpl,bnpl,refund_received,Narrative explicitly says CREDIT FROM ZILCH for an Amazon purchase.
Icpa Membership,ICPA MEMBERSHIP,124.8,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,memberships,memberships,memberships,
Cd Sumup,2773 28AUG25 CD   SUMUP  *DOLLIES   BAKERY            HOVETON GB,2.2,debit,plaid,DINING_OTHER_DINING,new,,takeaway,restaurant_cafe,takeaway,Small payment to a bakery is most consistent with counter-service food.
