merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
bae systems,unclassified_other,abstain_confirmed,unclassified_other,salary,0.3,unclassified_other,unclassified,46
elior@screwfix staffor,unclassified_other,abstain_residual,tools,retail_other,0.3,confectionary,unclassified,46
alexander barker,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
county hotel,accommodation,accepted,accommodation,accommodation,0.8,,travel_holidays,46
next on,catalogue_retail,human_reviewed,retail_finance_repayment,retail_finance_repayment,0.6,catalogue_retail,general_retail_marketplaces,46
zable from,credit_card_repayment,accepted_tiebreak,savings_transfer,credit_card_repayment,0.6,credit_card_repayment,credit_loan_repayments,46
miss jayde,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
amacovendinglimite,convenience_store,accepted_general,convenience_store,convenience_store,0.55,confectionary,groceries_household_essentials,46
richard shaw,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
david george howes,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
syed waqar,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
marbles creditcard,credit_card_repayment,accepted,credit_card_repayment,credit_card_repayment,0.85,,credit_loan_repayments,46
gemini stores,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,46
hollybush,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,46
lee dillon,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
lakeside stores,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,46
h g walter ltd,groceries_specialist,accepted_tiebreak,unclassified_other,groceries_specialist,0.6,groceries_specialist,groceries_household_essentials,46
e teasdale,transfer_p2p,accepted_tiebreak,groceries_specialist,transfer_p2p,0.5,transfer_p2p,transfers,46
paulina,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,46
mob connor food,unclassified_other,abstain_residual,takeaway,takeaway,0.4,unclassified_other,unclassified,46
aj s bar morec,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.65,pub_bar,eating_drinking_out,46
mr s j skipper,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
d nie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,46
mr b hawes-crad,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
falcon coaches limited,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.7,,transport_motoring,46
nwi home insurance,insurance_home,auto_accept,insurance_home,insurance_home,0.9,,insurance,46
miss megan d ford appl,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,46
paysend cd,transfer_international,accepted,transfer_international,transfer_international,0.75,,transfers,46
animal health care uk,veterinary,accepted,veterinary,veterinary,0.75,,pets,46
mos rev mos,unclassified_other,abstain_residual,transfer_p2p,transfer_p2p,0.5,unclassified_transfer,unclassified,46
goskippy,insurance_motor,accepted,insurance_motor,insurance_motor,0.75,,insurance,46
hmshost manchester air,airport_spend,accepted_tiebreak,airport_spend,restaurant_cafe,0.7,airport_spend,travel_holidays,46
lilly-may,transfer_p2p,accepted_tiebreak,retail_small_independent,transfer_p2p,0.7,transfer_p2p,transfers,46
abigail cartridg,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,46
dhillons store,convenience_store,accepted_tiebreak,groceries,convenience_store,0.7,convenience_store,groceries_household_essentials,46
karsa limited,retail_small_independent,accepted_tiebreak,retail_small_independent,clothing_general,0.55,retail_small_independent,general_retail_marketplaces,46
g travers,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,46
abdul mushahid,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
shen natwest via,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,46
avanti west coast,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.85,,transport_motoring,46
island news,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,46
mom,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.6,transfer_p2p,transfers,46
haroon durrani,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
jackpotz compet,prize_competitions,accepted,prize_competitions,prize_competitions,0.85,,gambling,46
ms claire wilson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
mcleod,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,46
j baxter,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,46
maidenhead inn,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.65,pub_bar,eating_drinking_out,46
ashley j sweeney ...,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,46
s & s food and wine,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,46
seal bay,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.5,eating_out_other,eating_drinking_out,46
pretty little thing,clothing_womens,accepted_tiebreak,clothing_general,clothing_womens,0.85,clothing_womens,clothing_personal_care,46
szymon pisula,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
spar donaghmore,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,46
tom tom,unclassified_recurring,accepted_tiebreak,unclassified_other,unclassified_recurring,0.4,unclassified_recurring,unclassified,46
cait,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,46
carl,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,46
laney pugh,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,46
s rushton,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,46
railway hotel,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,46
dixon lane premier,unclassified_other,abstain_residual,convenience_store,unclassified_card_spend,0.3,groceries,unclassified,46
premier gurnos,convenience_store,accepted_general,convenience_store,convenience_store,0.55,groceries,groceries_household_essentials,46
in house cafe,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,46
shayan food and wine,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,46
bronwyn atkinson & adam,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,46
gdk,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.5,takeaway,eating_drinking_out,46
direct,unclassified_other,abstain_confirmed,payment_intermediary,unclassified_other,0.4,unclassified_other,unclassified,46
peak pharmacy,pharmacy,auto_accept,pharmacy,pharmacy,0.95,,health_medical,46
somy jain,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
michelle,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
nether st local,unclassified_other,abstain_residual,restaurant_cafe,restaurant_cafe,0.6,convenience_store,unclassified,46
shari kellman,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
alfie,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
tebex.org,gaming_online,accepted,gaming_online,gaming_online,0.7,,entertainment_leisure,46
hibba waseem,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
byron,credit_card_repayment,human_reviewed,credit_card_repayment,credit_card_repayment,0.6,transfer_p2p,credit_loan_repayments,46
tay,transfer_p2p,accepted_tiebreak,transfer_p2p,personal_loan_repayment,0.5,transfer_p2p,transfers,46
pupa s shop ltd,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,46
stuber,taxi_rideshare,accepted,taxi_rideshare,taxi_rideshare,0.85,,transport_motoring,46
amylou doherty,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
seoul plaza,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.7,groceries_specialist,groceries_household_essentials,45
waqqas ali freddie,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,45
roebuck,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.65,pub_bar,eating_drinking_out,45
d&g prem care plus,insurance_general,accepted_tiebreak,insurance_pet,insurance_general,0.7,insurance_general,insurance,45
ashbourne management,gym_fitness,accepted_tiebreak,property_management,gym_fitness,0.55,gym_fitness,health_medical,45
day today rothesay,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,45
friary mill bakery,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,45
hfvendingltd,confectionary,accepted_tiebreak,confectionary,confectionary,0.55,confectionary,groceries_household_essentials,45
waterfields,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,45
v g foodstore,groceries,accepted_tiebreak,groceries,convenience_store,0.7,groceries,groceries_household_essentials,45
s longworth,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
joshua mckenna mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,45
k hope,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
obasa,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
b mckean,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
mr a,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,45
nhsggc,unclassified_other,abstain_residual,health_other,unclassified_other,0.3,hospital,unclassified,45
the church of jesus christ of latter-day saints,charitable_donation,accepted,charitable_donation,charitable_donation,0.7,,charitable_political_giving,45
asa webb,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
natalia rola pi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,45
fair oak local,convenience_store,accepted_tiebreak,pub_bar,convenience_store,0.55,convenience_store,groceries_household_essentials,45
brigita,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
the vending people,confectionary,accepted_tiebreak,confectionary,confectionary,0.55,confectionary,groceries_household_essentials,45
gale street groceries,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,45
metro express stores ltd,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,45
the harp,pub_bar,accepted,pub_bar,pub_bar,0.85,,eating_drinking_out,45
cerebrumiq,unclassified_other,abstain_residual,supplements,unclassified_other,0.4,online_services,unclassified,45
c selecta,confectionary,accepted,confectionary,confectionary,0.7,,groceries_household_essentials,45
its only money,unclassified_other,abstain_residual,restaurant_cafe,restaurant_cafe,0.5,unclassified_other,unclassified,45
kings,unclassified_other,abstain_confirmed,hospital,unclassified_other,0.4,unclassified_other,unclassified,45
pay weekly limited,retail_finance_repayment,accepted_tiebreak,catalogue_retail,retail_finance_repayment,0.6,retail_finance_repayment,credit_loan_repayments,45
liscard convenience st,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,45
onslow mini market,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,45
jessica moreira,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,45
ascona,fuel,accepted_tiebreak,sports_equipment,fuel,0.5,fuel,transport_motoring,45
roman express,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,45
shane lafeuillee,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,45
gemma stevenson love,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,45
universal stor,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,45
mercadona,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,45
plum reference,savings_transfer,accepted,savings_transfer,savings_transfer,0.85,,savings_investments,45
nihe,rent,accepted_tiebreak,housing_other,rent,0.55,rent,housing,45
c martin,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,45
bmbc,council_tax,accepted_tiebreak,council_tax,council_tax,0.55,council_tax,council_tax_government,45
council,council_tax,accepted,council_tax,council_tax,0.7,,council_tax_government,45
norfolk and norwich university hospital,hospital,accepted,hospital,hospital,0.7,,health_medical,45
kallie ro,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,45
karama sheikh,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,45
hi5 retail,unclassified_other,abstain_residual,gaming_online,unclassified_other,0.3,retail_small_independent,unclassified,45
gentleman jim,unclassified_other,abstain_residual,transfer_p2p,transfer_p2p,0.4,pub_bar,unclassified,45
c wood,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
h warren,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,45
ontopup,mobile_phone_contract,accepted_tiebreak,mobile_phone_contract,prepaid_card,0.5,mobile_phone_contract,utilities_household_bills,45
haggerston castle,holiday_uk,accepted_tiebreak,camping_holiday,holiday_uk,0.6,holiday_uk,travel_holidays,45
rent 2 buytv ltd,retail_finance_repayment,accepted_tiebreak,retail_finance_repayment,retail_finance_repayment,0.6,retail_finance_repayment,credit_loan_repayments,45
medway maritime hospital,hospital,accepted,hospital,hospital,0.75,,health_medical,45
rocket stores ltd,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,45
bourtreehill supermark,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,45
jeke canakaivata,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,45
mr connor lydon,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,45
dougl,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,45
central off licence,alcohol_beer_spirits,accepted_tiebreak,alcohol_beer_spirits,alcohol_beer_spirits,0.6,alcohol_beer_spirits,groceries_household_essentials,45
jack a thomas,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,45
miss milly brewer,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,45
chaotic redhill,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,45
youtube on,streaming,auto_accept,streaming,streaming,0.9,,digital_subscriptions_services,45
payoff,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.75,,credit_loan_repayments,45
k green,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,45
international food centre,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.75,groceries_specialist,groceries_household_essentials,45
