merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
milton keynes,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
7 days express,unclassified_other,abstain_residual,delivery_courier,convenience_store,0.45,unclassified_other,unclassified,14
professional pharmacy of pennsburg red hill,pharmacy,accepted_tiebreak,pharmacy,pharmacy,0.6,pharmacy,health_medical,14
hubby shop,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,14
h fax,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
manchester city football,sports_tickets,accepted_tiebreak,sports_tickets,sports_tickets,0.6,sports_tickets,entertainment_leisure,14
cd best wood,alcohol_beer_spirits,accepted_tiebreak,tobacco,alcohol_beer_spirits,0.55,alcohol_beer_spirits,groceries_household_essentials,14
aman bangar me,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
s sunar,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
dean & wood,unclassified_other,abstain_residual,home_improvement,home_improvement,0.4,business_services,unclassified,14
l harris,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
toilet,unclassified_other,abstain_residual,convenience_store,unclassified_other,0.3,government_services,unclassified,14
nj groceries,groceries,accepted_tiebreak,groceries,groceries,0.65,groceries,groceries_household_essentials,14
chelsea clifton,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
moo moo,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
mum vape,vaping,human_reviewed,vaping,vaping,0.5,transfer_p2p,groceries_household_essentials,14
drinx,pub_bar,accepted_tiebreak,pub_bar,restaurant_cafe,0.35,pub_bar,eating_drinking_out,14
luckmia joseph ds,unclassified_other,abstain_residual,restaurant_cafe,unclassified_other,0.3,transfer_p2p,unclassified,14
crew grove pub,pub_bar,accepted,pub_bar,pub_bar,0.75,,eating_drinking_out,14
summerhill clubhouse cd,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.5,pub_bar,eating_drinking_out,14
sophie fenn,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
gillespie s good food ltd,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.45,restaurant_cafe,eating_drinking_out,14
aneesha khan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
mr r a kilvington,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
toby hopkins,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
s willis,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
tokyo industries ulti,night_club,accepted_tiebreak,unclassified_other,night_club,0.4,night_club,eating_drinking_out,14
friary mill,groceries,accepted_general,groceries,groceries,0.4,groceries_specialist,groceries_household_essentials,14
kyle creaney,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
joshua fisher meal deal,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.4,transfer_p2p,transfers,14
tracy hope,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
cd the sanctuary cafe,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,14
mr hilton hy,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.4,transfer_p2p,transfers,14
sparkbrook service statio,fuel,accepted_tiebreak,fuel,fuel,0.6,fuel,transport_motoring,14
argylesatellite.co,unclassified_other,abstain_residual,online_services,unclassified_other,0.3,streaming,unclassified,14
sylbert gustave,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
refreshment systemslt,unclassified_other,abstain_residual,takeaway,convenience_store,0.4,confectionary,unclassified,14
north pole food and wi,convenience_store,accepted_tiebreak,groceries,convenience_store,0.6,convenience_store,groceries_household_essentials,14
ahmed mannan father,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
amy loan ft,loan_repayment_manual,human_reviewed,unclassified_other,personal_loan_repayment,0.55,transfer_p2p,credit_loan_repayments,14
white app,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
a n d bargain food sto,convenience_store,accepted_general,discount_store,convenience_store,0.55,groceries,groceries_household_essentials,14
jacks coventry,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
e exmann,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.4,transfer_p2p,transfers,14
park store,convenience_store,accepted_tiebreak,unclassified_other,convenience_store,0.5,convenience_store,groceries_household_essentials,14
barmston beach cd,eating_out_other,human_reviewed,pub_bar,restaurant_cafe,0.5,holiday_uk,eating_drinking_out,14
cd the handcross,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.5,pub_bar,eating_drinking_out,14
economias,unclassified_other,abstain_residual,transfer_p2p,unclassified_other,0.3,savings_transfer,unclassified,14
lb southwark,council_tax,accepted_tiebreak,council_tax,council_tax,0.55,council_tax,council_tax_government,14
devon,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
yollacalls,unclassified_other,abstain_residual,unclassified_other,broadband_tv_phone,0.5,mobile_phone_contract,unclassified,14
cder group ltd,debt_enforcement,human_reviewed,unclassified_other,debt_collection,0.45,debt_enforcement,high_cost_distress_credit,14
chick-fil-a,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,14
letsorderfood,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,14
coolmilk,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.55,groceries_specialist,groceries_household_essentials,14
coffee break,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,14
swanley,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
steven latham,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
silvios,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,14
bella and duke,pet_supplies,accepted_tiebreak,restaurant_cafe,pet_supplies,0.55,pet_supplies,pets,14
davids kitchen falkirk,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,14
hatco supermarket,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,14
jash,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,14
tibor csendi,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
nts esso weoley petrol fi,fuel,auto_accept,fuel,fuel,0.9,,transport_motoring,14
vdp-domino,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,14
søstrene grene,home_accessories,accepted_tiebreak,retail_other,home_accessories,0.65,home_accessories,home_garden,14
weybourne,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
stephen wood,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
freya,transfer_p2p,accepted_tiebreak,transfer_p2p,debt_collection,0.5,transfer_p2p,transfers,14
beigel bake ltd,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,14
booked,entertainment_other,accepted_general,entertainment_other,entertainment_other,0.5,days_out,entertainment_leisure,14
m.i. dickson limited,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
stafford borough,council_tax,accepted,council_tax,council_tax,0.85,,council_tax_government,14
l m,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
monday,software,accepted_tiebreak,software,software,0.6,software,digital_subscriptions_services,14
finnley mardell,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
human appeal,charitable_donation,auto_accept,charitable_donation,charitable_donation,0.9,,charitable_political_giving,14
mr hakan eroglu,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
express appliances,household_appliances,accepted_tiebreak,household_appliances,household_appliances,0.6,household_appliances,home_garden,14
unlimited,unclassified_other,abstain_confirmed,unclassified_other,unclassified_recurring,0.4,unclassified_other,unclassified,14
p a bartlett,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
glow financial services,loan_repayment_other,accepted_general,loan_repayment_manual,loan_repayment_other,0.55,retail_finance_repayment,credit_loan_repayments,14
leanne ekins,transfer_p2p,human_reviewed,rent,rent,0.55,transfer_p2p,transfers,14
cd blackpool,days_out,accepted_tiebreak,council_tax,days_out,0.4,days_out,entertainment_leisure,14
vendaid ltd,unclassified_other,abstain_residual,unclassified_other,convenience_store,0.4,confectionary,unclassified,14
woodlands,unclassified_other,abstain_confirmed,unclassified_other,transfer_p2p,0.35,unclassified_other,unclassified,14
rhodri sam,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
d olaru,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
jt atkinson,home_improvement,accepted_tiebreak,unclassified_other,home_improvement,0.5,home_improvement,home_garden,14
antelope 01ant,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
andy lees,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
sub london,payday_loan,accepted_tiebreak,unclassified_recurring,payday_loan,0.55,payday_loan,high_cost_distress_credit,14
abraham ek,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
tiwalola didoelu,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
dacorum council,council_tax,accepted_tiebreak,council_tax,council_tax,0.5,council_tax,council_tax_government,14
wh smith gatwick nor,unclassified_other,abstain_residual,books,books,0.6,airport_spend,unclassified,14
sami mum via,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,14
robert matthew jelley,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
dvla-bo,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,14
c qucik stop food one,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,14
west suffolk council,council_tax,accepted,council_tax,council_tax,0.85,,council_tax_government,14
union newsagent,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,14
raven,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
dvla-rb,road_tax,accepted,road_tax,road_tax,0.75,,transport_motoring,14
natalie dales leon ft,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
game king,gaming_online,accepted_tiebreak,gaming_online,gaming_mobile,0.4,gaming_online,entertainment_leisure,14
kimberley smithers,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
inspired,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
world horse welfar,charitable_donation,accepted,charitable_donation,charitable_donation,0.7,,charitable_political_giving,14
polish grocery shosutton,groceries_specialist,accepted,groceries_specialist,groceries_specialist,0.75,,groceries_household_essentials,14
r soares,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
aaron new son ft,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
funfair,days_out,accepted_tiebreak,days_out,days_out,0.6,days_out,entertainment_leisure,14
lisa marie mcalist,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
queens park convenienc,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,14
station food express,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,14
station stores,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,14
philip geran car,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
bradley fuller materials topps,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
citrus,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
kds express,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
linsey johnson mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
vola finance,salary,accepted_tiebreak,salary,restaurant_cafe,0.5,salary,income_employment,14
notes music & coffee,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,14
h m putland holly,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
elizabeth louise,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
burnt fen flowers,gifts_flowers,accepted_tiebreak,gifts_flowers,gifts_flowers,0.65,gifts_flowers,general_retail_marketplaces,14
thomas soal,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
rhondda,rent,accepted_tiebreak,rent,rent,0.5,rent,housing,14
ceanna bucknal,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
mrs lara,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
bb dinner limited,takeaway,accepted_tiebreak,takeaway,restaurant_cafe,0.5,takeaway,eating_drinking_out,14
heidis beer bar,pub_bar,accepted,pub_bar,pub_bar,0.7,,eating_drinking_out,14
wyn,groceries,accepted_tiebreak,groceries,groceries,0.5,groceries,groceries_household_essentials,14
chloe smith,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
nico dunbar,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
shorefields caravan park,holiday_uk,accepted_tiebreak,holiday_rental,holiday_uk,0.6,holiday_uk,travel_holidays,14
dawn till dusk,unclassified_other,abstain_confirmed,convenience_store,unclassified_other,0.3,unclassified_other,unclassified,14
cole sno,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.5,transfer_p2p,transfers,14
dean attrill pi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
bubbs scentsy goodies,unclassified_other,abstain_residual,retail_other,transfer_p2p,0.5,retail_small_independent,unclassified,14
garforth garden centre,garden,accepted,garden,garden,0.7,,home_garden,14
mam mam,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,14
jj x via,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,14
george maxted borrow,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
toms,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.4,restaurant_cafe,eating_drinking_out,14
caterchoice,unclassified_other,abstain_residual,catering,catering,0.5,cash_and_carry,unclassified,14
ashley craven,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,14
miss princess chun princess,transfer_p2p,accepted_tiebreak,retail_other,transfer_p2p,0.5,transfer_p2p,transfers,14
