merchant_raw,description_raw,amount,direction,native_category,gold_leaf,target_leaf
,RED ARROW DISTRIBU33 - Red Arrow Dis,304.00,credit,INCOME_SALARY,salary,salary
,Bank credit SKILL ON NET LTD 2025-06-16,100.00,credit,INCOME_SALARY,income_other_unspecified,salary
,ABDIRAZAK AHMED   STARLIN           FP 05/08/25 2123  MY08V7D7DW1K52OD1X,190.00,credit,INCOME_SALARY,transfer_p2p,salary
,209467 53090612  MOBILE-CHANNEL FT,64.00,credit,INCOME_SALARY,unclassified_transfer,salary
,Bank credit Liam Brown 2025-10-09,15.00,credit,INCOME_SALARY,transfer_p2p,salary
,Ek159215/pp United Legal Servi,300.00,credit,INCOME_SALARY,income_other_unspecified,salary
,SH036536A DWP CA,333.20,credit,INCOME_SALARY,benefits_state,salary
,Bank credit BLADES RESTAURANTS 403518 65247950 2025-10-22,346.73,credit,INCOME_SALARY,salary,salary
,STRIPE PAYMENTS UKSHOPIFY           FP 23/07/25 0904  XP0966329154574003,1294.62,credit,INCOME_SALARY,income_other_unspecified,salary
,T ALLEN    06SEP25 777118 36648660,1.19,credit,INCOME_SALARY,transfer_p2p,salary
,CARMS CC PAYROLL 01600564,1299.20,credit,INCOME_SALARY,salary,salary
,ABDULLAHI ISMAIL  NATWEST ACC       FP 09/07/25 0004  HUBXCEEA1129956062,100.00,credit,INCOME_SALARY,transfer_p2p,salary
,JL528662C SSA CA 04787372,83.30,credit,INCOME_SALARY,benefits_state,salary
,KATRINA RATHMILL MR GREGORY S TOMLI PUEPE64YSATQ5RD9AH,30.00,credit,INCOME_SALARY,transfer_p2p,salary
,"SHARIF MRU BROTHER 29103104484316000N BROTHER,29103104484316000N",600.00,credit,INCOME_SALARY,transfer_p2p,salary
,"ENAGH CONST LTD  B ENAGH CONSTRUCTION MF00152712BE594E00 ENAGH CONSTRUCTION,MF00152712BE594E00",628.00,credit,INCOME_SALARY,salary,salary
,PAYMENT FROM ELECTRAWORKS LTD ON 2025-08-14,101.45,credit,INCOME_SALARY,gambling_unspecified,salary
,From A/C 14761882 BURGAR S          Via Mobile Xfer,20.00,credit,INCOME_SALARY,transfer_p2p,salary
,"BANK GIRO CREDIT REF G4S PENSION SCHEME, GP4940843",102.39,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,"M ABDULWASEA MA 600000001602914868 MA,600000001602914868",20.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,PIC PENSION 02630861,280.16,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,WILTS PENSIONS 01978650,14.83,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Wg541220a Dwp Dla Department for Work and Pensions,558.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,"Meskiene L Arui, dzoniui",30.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,Pw330719d Ssa Pip Department for Work and Pensions,558.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,RM-STAT PENSION 02943277,703.35,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,NEST PENSION CLAIM 03529127,1876.60,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Pj426518c Dwp Ca Department for Work and Pensions,83.30,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,"E SILLAH EBRIMA     24AUG25 200000001613297926 EBRIMA     24AUG25,200000001613297926",60.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,Nest Pension Claim,1724.84,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,S LAFEUILLEE 777754 87185568,5.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,"K GURUNG AMMA 100000001594385024 AMMA,100000001594385024",650.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,NEST PENSION CLAIM 01740977,31.80,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,TYNE&WEAR PENSION 01956893,1460.14,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,RM-STAT PENSION  RMM1219539 BGC,110.28,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,MET POLICE PENSION,1794.15,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,TYNE&WEAR PENSION 01514090,3.60,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Pg852364a Sss Scp Social Security Scotland,325.80,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,Je594973b Dwp Pip Department for Work and Pensions,412.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,TYNE&WEAR PENSION 02363486,87.33,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Jr601810c Dwp Pip Department for Work and Pensions,412.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,"BANK GIRO CREDIT REF RM-STAT PENSION, RMM1209898",1365.07,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Jn775590c Sss Adp Social Security Scotland,295.60,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,Jz328896a Dwp Ca Department for Work and Pensions,333.20,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,"SHANE LAFEUILLEE SHANE LAFEUILLEE PP1L9A07YVZOJGUILT SHANE LAFEUILLEE,PP1L9A07YVZOJGUILT",3.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,"E SILLAH EBRIMA 300000001610050270 EBRIMA,300000001610050270",230.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,Jr210052a Sss Adp Social Security Scotland,441.60,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,BAE SYSTEM PENSION 15871041,224.09,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,RM-STAT PENSION 06411810,620.68,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Jz090187d Dwp Pip Department for Work and Pensions,603.80,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,DVLA-XUI5231                          REFERENCE: 000000000069251815,16.62,credit,INCOME_GOVERNMENT_INCOME,tax_refund,benefits_state
,Pb866296a Ssa Pip Department for Work and Pensions,558.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,"E SILLAH EBRIMA 200000001607307997 EBRIMA,200000001607307997",60.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,DAY L             PENSION           FP 18/06/25 0952  RP4679960527063600,30.00,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,TYNE&WEAR PENSION 01955052,87.33,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,"ELLIE SHARMA ELLIE SHARMA 98018050946659382 ELLIE SHARMA,98018050946659382",500.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,Emma O'toole  pension BGC,220.00,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Jx335152a Sss Adp Social Security Scotland,558.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,Jx174856a Sss Adp Social Security Scotland,412.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,Jt975196a Dwp Pip Department for Work and Pensions,749.80,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,Jt553052a Dwp Pip Department for Work and Pensions,441.60,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,"BILL PAYMENT FROM MR JORDAN ALAN HARRY VINTEN, REFERENCE CHILD SUPPORT",30.00,credit,INCOME_GOVERNMENT_INCOME,income_other_unspecified,benefits_state
,LBHOUNSLOW PENSION,654.30,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,"E SILLAH EBRIMA 600000001644439218 EBRIMA,600000001644439218",40.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,Eui Premium Trust Elephant,370.04,debit,INCOME_GOVERNMENT_INCOME,insurance_motor,benefits_state
,PIC PENSION 05463158,280.16,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Jn517448a Dwp Ca Department for Work and Pensions,83.30,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,PENSION STO  PENSION STO ,150.00,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,Jm396966c Dwp Ca Department for Work and Pensions,2164.40,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,"SHANE LAFEUILLEE SHANE LAFEUILLEE PF8X4PIDQ4II7OPKYV SHANE LAFEUILLEE,PF8X4PIDQ4II7OPKYV",161.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,DAY L             PENSION           FP 02/08/25 1129  RP4679967991922300,10.00,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,RBS DFC FASTER PAYJL661647D SSA SFCSFP 13/08/25 1450  12145034657480000NJL661647D SSA SFCS,552.00,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,WE123088B SSA  PC 01549413,101.77,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,Jt737473b Dwp Pip Department for Work and Pensions,295.60,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,LBHOUNSLOW PAYSRV,3077.13,credit,INCOME_GOVERNMENT_INCOME,salary,benefits_state
,Bank credit LBH PENSION FUND 602210 72433426,561.47,credit,INCOME_GOVERNMENT_INCOME,pension_received,benefits_state
,"ELLIE SHARMA ELLIE SHARMA 11889134352384406 ELLIE SHARMA,11889134352384406",500.00,credit,INCOME_GOVERNMENT_INCOME,transfer_p2p,benefits_state
,Jw779243d Sss Scp Social Security Scotland,325.80,credit,INCOME_GOVERNMENT_INCOME,benefits_state,benefits_state
,CASHBACK 80391042,13.06,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,VISA DIRECT PAYMENT Barclays Cashback ON 21 JUL CRE,13.35,credit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,cashback,refund_received
,RRG DENTON  CASHBACK BGC,4000.00,credit,TRANSFER_IN_OTHER,cashback,refund_received
,CASHBACK 80445142,7.02,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80304711,1.40,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,HASHTING UK LTD BAKERS CASHBACK REV555534375334187,3.50,credit,TRANSFER_IN_OTHER,cashback,refund_received
,TopCashback       TCB30111195BGC,6.26,credit,TRANSFER_IN_OTHER,cashback,refund_received
,3961 14JUL25      W.G. GRACE        BRISTOL GB        CASH BACK    20.00,28.14,debit,FOOD_RETAIL_GROCERIES,cash_withdrawal,refund_received
,CASHBACK 80224297,5.98,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,"1 DIRECT DEBIT PAYMENT AT 3,00% CASHBACK",0.98,credit,TRANSFER_IN_OTHER,cashback,refund_received
,9458 18JUN25      LOCAL SHOPPER LTD LONDON GB         CASH BACK    40.00,50.18,debit,GENERAL_MERCHANDISE_CONVENIENCE_STORES,cash_withdrawal,refund_received
,CRD29VM CASHBACK,2.85,credit,TRANSFER_IN_OTHER,cashback,refund_received
,CASHBACK 80164093,0.99,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,"TOPCASHBACK TCB30338517BGC HUBX488073557FDF4D TCB30338517BGC,HUBX488073557FDF4D",13.26,credit,TRANSFER_IN_OTHER,cashback,refund_received
,CASHBACK 80134505,0.57,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80267118,0.49,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80341712,8.00,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,VISA DIRECT PAYMENT Barclays Cashback ON 15 JUL CRE,0.97,credit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,cashback,refund_received
,"TOPCASHBACK TCB30140914BGC HUBX854E8D2D5B9D32 TCB30140914BGC,HUBX854E8D2D5B9D32",80.13,credit,TRANSFER_IN_OTHER,cashback,refund_received
,VISA DIRECT PAYMENT Barclays Cashback ON 29 AUG CRE,1.00,credit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,cashback,refund_received
,A SCANLON         CASHBACK          FP 20/06/25 2204  500000001580767624,10.00,credit,TRANSFER_IN_OTHER,cashback,refund_received
,HALIFAX CASHBACK XXXXXXXXXXXX9864,62.22,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,refund_received
,CASHBACK 80442680,0.60,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,TopCashback       TCB29846792BGC,20.67,credit,TRANSFER_IN_OTHER,cashback,refund_received
,THE VOGUE CENTRE LHD17KDU CASHBACK  FP 11/08/25 1606  00157435632BBMFDGV,1000.00,credit,INCOME_SALARY,cashback,refund_received
,CASHBACK 80159336,0.90,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80357856,0.75,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,9458 18JUL25      LOCAL SHOPPER LTD LONDON GB         CASH BACK    70.00,92.14,debit,GENERAL_MERCHANDISE_CONVENIENCE_STORES,cash_withdrawal,refund_received
,6461 27SEP25      PENNYWISE STORES  LTD               ATHERTN/TYLDE GB  CASH BACK    20.00,25.00,debit,TRANSFER_OUT_OTHER,cash_withdrawal,refund_received
,GRAINCONNNE 180639  OVERPAYMENT BGC,2.91,credit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,refund_received,refund_received
,HALIFAX CASHBACK C 600000001619186690,28.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,refund_received
,CASHBACK 80438780,8.73,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,Manoj Moka Cash back,200.00,debit,TRANSFER_OUT_OTHER,transfer_p2p,refund_received
,CASHBACK 80465576,0.83,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80223641,9.24,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,7101 05SEP25      SPAR              UTTOXETER GB      CASH BACK    40.00,43.50,debit,TRANSFER_OUT_OTHER,cash_withdrawal,refund_received
,CASHBACK 80445464,5.72,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,HALIFAX CASHBACK C 300000001593330858,30.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,refund_received
,CASHBACK 80227940,4.00,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,5470 11JUL25      PPOINT_*65656     THANDIS           HOUGHTON-LE-S GB  CASH BACK     5.00,8.35,debit,TRANSFER_OUT_CHECKS_AND_ATM,cash_withdrawal,refund_received
,CASHBACK 80377837,0.52,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80414111,1.29,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,1006 04JUN25      CLEARYS LIMITED   HINDLE            HINDLEY GB        CASH BACK    10.00,12.89,debit,FOOD_RETAIL_GROCERIES,cash_withdrawal,refund_received
,CASHBACK 80336794,1.16,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80379726,2.44,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,CASHBACK 80181301,1.79,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,Topcashback TCB29811789BGC,4.85,credit,TRANSFER_IN_OTHER,cashback,refund_received
,A SCANLON         CASHBACK          FP 17/06/25 0858  300000001581997524,10.00,credit,TRANSFER_IN_OTHER,cashback,refund_received
,CASHBACK 80058142,5.06,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,FBS Accounting Ser                       TAX REBATE 24/25,2967.76,credit,TAX_REFUND_TAX_REFUND,tax_refund,refund_received
,LLOYDS CASHBACK XXXXXXXXXXXX4643,40.00,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,refund_received
,CASHBACK 80279877,1.85,credit,LOAN_DISBURSEMENTS_OTHER,cashback,refund_received
,2936 06JUL25      PADDA RETAIL      LIMITED           MANSFIELD GB      CASH BACK    40.00,40.30,debit,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,cash_withdrawal,refund_received
,A SCANLON         CASHBACK          FP 28/08/25 1627  600000001619236935,250.00,credit,TRANSFER_IN_OTHER,cashback,refund_received
,TopCashback  TCB29143816BGC BGC,32.46,credit,TRANSFER_IN_OTHER,cashback,refund_received
,4307 06AUG25      NATWEST CASHBACK  CASHBACK GB       CREDIT,0.05,credit,LOAN_DISBURSEMENTS_CASH_ADVANCES,cashback,refund_received
,TopCashback  TCB29629669BGC BGC,153.00,credit,TRANSFER_IN_OTHER,cashback,refund_received
,LLOYDS CASHBACK XXXXXXXXXXXX4539,1036.88,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,refund_received
,A SCANLON         CASHBACK          FP 27/06/25 1940  300000001588170027,50.00,credit,TRANSFER_IN_OTHER,cashback,refund_received
,VISA DIRECT PAYMENT Barclays Cashback ON 05 AUG CRE,5.54,credit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,cashback,refund_received
,Intelling: Upgrade,10.00,credit,LOAN_DISBURSEMENTS_OTHER,refund_received,loan_disbursement
,Evergreen Finance London Limited MONEYBOAT 1214264,500.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"WAGESTREAM FINANCE SAVINGS WITHDRAWAL MODULO00P210XJRKZP SAVINGS WITHDRAWAL,MODULO00P210XJRKZP",40.00,credit,LOAN_DISBURSEMENTS_OTHER,savings_transfer,loan_disbursement
,"L CHAISTY CURRY MONEY 400000001628271489 CURRY MONEY,400000001628271489",115.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"PHILLIP THOMPSON CLEO PRENTICE PMO7B6RPK9P8FI2A8D CLEO PRENTICE,PMO7B6RPK9P8FI2A8D",30.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"K SOUNDS GROUP LIM LOAN de1e4af3af2942e79a LOAN,de1e4af3af2942e79a",22.64,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"M MEHMOOD LOAN 200000001596042697 LOAN,200000001596042697",20.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"MANCHESTER CREDIT 90451 0da60a5ca0234aea95 90451,0da60a5ca0234aea95",25.60,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Payment from Deborah Kelledy - Loan kindle book,5.99,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,Bank credit D Bright,7.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"PHILLIP THOMPSON CLEO PRENTICE P91J6NKSP21XVBVIPO CLEO PRENTICE,P91J6NKSP21XVBVIPO",10.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"INCLUSIVE FINANCE CREDITSPRING ADVAN REV544719023763492 CREDITSPRING ADVAN,REV544719023763492",1000.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,INCLUSIVE FINANCE CREDITSPRING SETTLFP 04/08/25 1422  REV543137613783932,17.81,credit,LOAN_DISBURSEMENTS_PERSONAL,loan_disbursement,loan_disbursement
Kashif M Loan,KASHIF M  Loan return BGC,210.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"EVERGREEN FINANCE MONEYBOAT 1145362 MODULO00P210WXNGQR MONEYBOAT 1145362,MODULO00P210WXNGQR",1000.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Kamelia Blagoeva M  loan for rent BGC,500.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"WAGESTREAM FINANCE SAVINGS WITHDRAWAL MODULO00P210Y0MGBN SAVINGS WITHDRAWAL,MODULO00P210Y0MGBN",10.00,credit,LOAN_DISBURSEMENTS_OTHER,savings_transfer,loan_disbursement
,PARALLEL PARTNERSHADVANCE           FP 04/09/25 2214  P5HRFYBYHBQAZMZUOQ,150.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,CREDIT FROM CLEARPAY ON 09-08-2025,6.03,credit,LOAN_DISBURSEMENTS_BNPL_AND_EWA,refund_received,loan_disbursement
,"DREW STEPHENS FINANCES 71682612632685978 FINANCES,71682612632685978",150.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
,"ULTIMATE FINANCE L CM25100621502218 304065     40 15OCT25 16:15 CM25100621502218,304065     40",42000.00,credit,LOAN_DISBURSEMENTS_BNPL_AND_EWA,loan_disbursement,loan_disbursement
,"TABEO FO ADVANCES P172237 731852220713299XNC 401160     40 23SEP25 17:02 P172237,731852220713299XNC",3063.60,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"K SOUNDS GROUP LIM LOAN ebd2fda277044e0da1 LOAN,ebd2fda277044e0da1",166.00,credit,LOAN_DISBURSEMENTS_OTHER,transfer_p2p,loan_disbursement
